"INSTALACIONES AUTORIZADAS PARA EL ALMACENAMIENTO, TRATAMIENTO, APROVECHAMIENTO, Y/O DISPOSICIÓN FINAL DE RESIDUOS PELIGROSOS Y/O DE APARATOS ELÉCTRICOS Y ELECTRÓNICOS (RAEE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Información registrada por las Autoridades Ambientales y consolidada por el IDEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NOTA: La presente consulta corresponde al estado de los gestores reportados por la Autoridad ambiental a la fecha de 02/09/2025, 4:26:54 pm Si requiere mayor información, por favor comuníquese con la Autoridad ambiental respectiva de la jurisdicción.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Registros : 299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFORMACIÓN SEDES GESTORAS,,,,,,,,,,,,,,INFORMACIÓN CONTACTO SEDES GESTORAS,,,RESPEL: AUTORIZADO PARA,,,,,,,RAEE: AUTORIZADO PARA,,,,,,,AUTORIZACIÓN AMBIENTAL,,,,
Nro.,Departamento,Municipio,Autoridad,NIT o Número de Identificación,Empresa,Nombre Establecimiento,Estado,Desde,Dirección,Teléfono,Latitud,Longitud,Email Representante,Nombre(s) y Apellido(s),Teléfono,Email,Almacenamiento,Tratamiento,Subgestión,Aprovechamiento,Subgestión,Disposición Final,Subgestión,Almacenamiento,Tratamiento,Subgestión,Aprovechamiento,Subgestión,Disposición Final,Subgestión,Acto Administrativo Nro.,Fecha Otorgamiento,Vigencia,Tiene adjunto soporte,Nro. de archivos
24,ANTIOQUIA,COPACABANA,AMVA,900202810,ECOTRANSA SAS,ECOTRANSA SAS,Activo,13/06/2013,CALLE 46 # 72 - 152,4835012 - 101,'6.357621','-75.50507800000002',info@ecotransa.com.co,CRISTINA CANAS,4835012 -,asistente@ecotransa.com.co,"Y8.1-Aceite lubricante usado (ej. aceite lubricante mineral, sintético, hidráulico usado)::Y9.4-Mezclas o emulsiones líquidas de agua con hidrocarburo, con contenido de sólidos 3%)::","Y9.4-Mezclas o emulsiones líquidas de agua con hidrocarburo, con contenido de sólidos 3%)::Y8.1-Aceite lubricante usado (ej. aceite lubricante mineral, sintético, hidráulico usado)::","Físico-químico (ej: evaporación, secado, neutralización, precipitación)::","Y8.1-Aceite lubricante usado (ej. aceite lubricante mineral, sintético, hidráulico usado)::Y9.4-Mezclas o emulsiones líquidas de agua con hidrocarburo, con contenido de sólidos 3%)::",R9-Regeneración u otra reutilización de aceites usados (ej. re-refinación)::,NO,NO,NO,NO,NO,NO,NO,NO,NO,931,13/06/2016,,SI,2
25,ANTIOQUIA,COPACABANA,CORANTIOQUIA,9017554121,LODOS DE ANTIOQUIA S.A.S. E.S.P.,LODOS DE ANTIOQUIA S.A.S. E.S.P.,Activo,14/12/2023,"Vereda Fontidueno km 5,5 autopista Medellin-Bogota",3104052891 -,'6.324222403399015','-75.52646152675153',servicioalcliente@biolodos.com,JAVIER ANIBAL GARCIA ROBLEDO,3104052891 -,servicioalcliente@biolodos.com,NO,Y18-Residuos resultantes de las operaciones de eliminación de desechos industriales.::,Biológico (ej: bioremediación)::,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,23126649,14/12/2023,,SI,2
26,ANTIOQUIA,GUARNE,CORNARE,901158712,ALTERO SAS,ALTERO SAS,Activo,29/07/2022,VEREDA LA HONDITA,3002435441 -,'6.253416729604628','-75.43519819155337',miguel.alzate@altero.com.co,MIGUEL ANGEL ALZATE NARANJO,3002435441 -,miguel.alzate@altero.com.co,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,2.2-Circuitos Electrónicos::3.11-Pilas y acumuladores::,Otras actividades de recuperación o reciclado::,NO,NO,1877,23/03/2021,,SI,1
27,ANTIOQUIA,ITAGUI,AMVA,800201648,ASEI LTDA,ASEI LTDA,Activo,16/11/2006,CALLE 29 # 41-35,3774646 -,'6.160212381288913','-75.61533534899354',info@asei.com.co,GUSTAVO DEL TORO VLEZ,3774646 -,info@asei.com.co,"Y1-Desechos clínicos resultantes de la atención médica prestada en hospitales, centros médicos y clínicas.::Y1.1-Desechos clínicos ANATOMOPATOLÓGICOS resultantes de la atención en salud en Hospitales, consultorios, clínicas y otros::Y1.2-Desechos clínicos BIOSANITARIOS resultantes de la atención en salud en Hospitales, consultorios, clínicas y otros::Y1.3-Desechos clínicos CORTOPUNZANTES resultantes de la atención en salud en Hospitales, consultorios, clínicas y otros::Y1.4-Desechos de ANIMALES - residuos decomisos NO aprovechables::Y29.1-Desechos que constan de mercurio o compuestos de mercurio (Ej. mercurio metálico, desechos de cloruro de mercurio, sulfuro de mercurio)::Y29.2-Desechos que contienen mercurio o compuestos de mercurio (ej. Lámparas fluorescentes compactas o lineales, lámparas de vapor de mercurio, amalgama dental, termómetros de mercurio, manómetros no electrónicos).::","Y1-Desechos clínicos resultantes de la atención médica prestada en hospitales, centros médicos y clínicas.::Y1.1-Desechos clínicos ANATOMOPATOLÓGICOS resultantes de la atención en salud en Hospitales, consultorios, clínicas y otros::Y1.2-Desechos clínicos BIOSANITARIOS resultantes de la atención en salud en Hospitales, consultorios, clínicas y otros::Y1.3-Desechos clínicos CORTOPUNZANTES resultantes de la atención en salud en Hospitales, consultorios, clínicas y otros::Y1.4-Desechos de ANIMALES - residuos decomisos NO aprovechables::",Térmico: Incineración::,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,793,16/11/2006,,SI,1
28,ANTIOQUIA,ITAGUI,AMVA,800201648,ASEI LTDA,ASEI LTDA,Activo,28/05/2009,CLL 35 # 66 B -10 Sector Industrial,3774646 -,'6.171719991781172','-75.6317298486829',info@asei.com.co,GUSTAVO DEL TORO VLEZ,3774646 -,info@asei.com.co,NO,"Y1.2-Desechos clínicos BIOSANITARIOS resultantes de la atención en salud en Hospitales, consultorios, clínicas y otros::Y1.3-Desechos clínicos CORTOPUNZANTES resultantes de la atención en salud en Hospitales, consultorios, clínicas y otros::",Térmico: Autoclavado::,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,625,28/05/2009,,SI,3
29,ANTIOQUIA,ITAGUI,AMVA,900689611,MINEROIL DE COLOMBIA,NOVA OIL S.A.S,Activo,21/05/2014,CALLE 51 # 41 113,2770111 - 104,'6.167428313105526','-75.60561753809453',laboratorio@novaoil.co,FABIAN CAMILO BOLANO PEREZ,2770111 -,laboratorio@novaoil.co,NO,"Y8.1-Aceite lubricante usado (ej. aceite lubricante mineral, sintético, hidráulico usado)::","Físico-químico (ej: evaporación, secado, neutralización, precipitación)::","Y8.1-Aceite lubricante usado (ej. aceite lubricante mineral, sintético, hidráulico usado)::",R9-Regeneración u otra reutilización de aceites usados (ej. re-refinación)::,NO,NO,NO,NO,NO,NO,NO,NO,NO,523,21/05/2014,,SI,2
30,ANTIOQUIA,ITAGUI,AMVA,900637896,PROCESOS ECOAMBIENTALES DE COLOMBIA S.A.S,PROCESOS ECOAMBIENTALES DE COLOMBIA S.A.S,Activo,25/02/2015,CALLE 30 #41 - 17,3719063 -,'6.16168957610463','-75.61430789530279',ecoambientalescolombia@gmail.com,MARIA CRISTINA GRAJALES BODHERT,3226462109 -,ecoambientalescolombia@gmail.com,NO,NO,NO,"Y6-Desechos resultantes de la producción, la preparación y la utilización de disolventes orgánicos.::",R2-Recuperación o regeneración de disolventes (ej. destilación)::,NO,NO,NO,NO,NO,NO,NO,NO,NO,334,25/02/2015,,SI,1
31,ANTIOQUIA,LA ESTRELLA,AMVA,890304403,SOCIEDAD MAC S.A,CENTRO DE ALMACENAMIENTO DE BATERIAS USADASPLOMO ACIDO,Activo,26/05/2011,CLL 79 B # 54-65,3792885 -,'6.155659435341294','-75.63464641571046',aserriosdelsur@gmail.com,MARIA FERNANADAMEJIA CASTRO,3792885 -,info@asei.com.co,"A1160-Acumuladores de plomo de desecho, enteros o triturados.::",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,612,26/05/2011,,SI,1
32,ANTIOQUIA,LA ESTRELLA,AMVA,900409152,QUIMETALES S.A.S.,QUIMETALES,Activo,01/01/2000,Carrera 50 No. 96A Sur -280 Int. 18,4440956 -,'6.138751','-75.63558599999999',gonzalo.salazar@quimetales.com,GONZALO SALAZAR GALLO,4440956 -,gonzalo.salazar@quimetales.com,"Y1-Desechos clínicos resultantes de la atención médica prestada en hospitales, centros médicos y clínicas.::Y2-Desechos resultantes de la producción y preparación de productos farmacéuticos.::Y3-Desechos de medicamentos y productos farmacéuticos.::Y4-Desechos resultantes de la producción, la preparación y la utilización de biocidas y productos fitofarmacéuticos.::Y5-Desechos resultantes de la fabricación, preparación y utilización de productos químicos para la preservación de la madera.::Y7-Desechos que contengan cianuros, resultantes del tratamiento térmico y las operaciones de temple.::Y11-Residuos alquitranados resultantes de la refinación, destilación o cualquier otro tratamiento pirolítico.::Y12-Desechos resultantes de la producción, preparación y utilización de tintas, colorantes, pigmentos, pinturas, lacas o barnices.::Y16-Desechos resultantes de la producción, preparación y utilización de productos químicos y materiales para fines fotográficos.::Y17-Desechos resultantes del tratamiento de superficie de metales y plásticos.::Y18-Residuos resultantes de las operaciones de eliminación de desechos industriales.::Y20-Desechos que tengan como constituyentes: Berilio, compuestos de berilio::Y21-Desechos que tengan como constituyentes: Compuestos de cromo hexavalente.::Y22-Desechos que tengan como constituyentes: Compuestos de cobre.::Y23-Desechos que tengan como constituyentes: Compuestos de zinc.::Y24-Desechos que tengan como constituyentes: Arsénico, compuestos de arsénico.::Y25-Desechos que tengan como constituyentes: Selenio, compuestos de selenio.::Y26-Desechos que tengan como constituyentes: Cadmio, compuestos de cadmio.::Y27-Desechos que tengan como constituyentes: Antimonio, compuestos de antimonio.::Y29-Desechos que tengan como constituyentes: Mercurio, compuestos de mercurio.::Y31-Desechos que tengan como constituyentes: Plomo, compuestos de plomo.::Y33-Desechos que tengan como constituyentes: Cianuros inorgánicos.::Y37-Desechos que tengan como constituyentes: Compuestos orgánicos de fósforo.::Y38-Desechos que tengan como constituyentes: Cianuros orgánicos.::Y39-Desechos que tengan como constituyentes: Fenoles, compuestos fenólicos, con inclusión de clorofenoles.::Y40-Desechos que tengan como constituyentes: Éteres.::",NO,NO,"Y1-Desechos clínicos resultantes de la atención médica prestada en hospitales, centros médicos y clínicas.::Y2-Desechos resultantes de la producción y preparación de productos farmacéuticos.::Y3-Desechos de medicamentos y productos farmacéuticos.::Y4-Desechos resultantes de la producción, la preparación y la utilización de biocidas y productos fitofarmacéuticos.::Y5-Desechos resultantes de la fabricación, preparación y utilización de productos químicos para la preservación de la madera.::Y7-Desechos que contengan cianuros, resultantes del tratamiento térmico y las operaciones de temple.::Y11-Residuos alquitranados resultantes de la refinación, destilación o cualquier otro tratamiento pirolítico.::Y12-Desechos resultantes de la producción, preparación y utilización de tintas, colorantes, pigmentos, pinturas, lacas o barnices.::Y16-Desechos resultantes de la producción, preparación y utilización de productos químicos y materiales para fines fotográficos.::Y17-Desechos resultantes del tratamiento de superficie de metales y plásticos.::Y18-Residuos resultantes de las operaciones de eliminación de desechos industriales.::Y20-Desechos que tengan como constituyentes: Berilio, compuestos de berilio::Y21-Desechos que tengan como constituyentes: Compuestos de cromo hexavalente.::Y22-Desechos que tengan como constituyentes: Compuestos de cobre.::Y23-Desechos que tengan como constituyentes: Compuestos de zinc.::Y24-Desechos que tengan como constituyentes: Arsénico, compuestos de arsénico.::Y25-Desechos que tengan como constituyentes: Selenio, compuestos de selenio.::Y26-Desechos que tengan como constituyentes: Cadmio, compuestos de cadmio.::Y27-Desechos que tengan como constituyentes: Antimonio, compuestos de antimonio.::Y29-Desechos que tengan como constituyentes: Mercurio, compuestos de mercurio.::Y31-Desechos que tengan como constituyentes: Plomo, compuestos de plomo.::Y33-Desechos que tengan como constituyentes: Cianuros inorgánicos.::Y37-Desechos que tengan como constituyentes: Compuestos orgánicos de fósforo.::Y38-Desechos que tengan como constituyentes: Cianuros orgánicos.::Y39-Desechos que tengan como constituyentes: Fenoles, compuestos fenólicos, con inclusión de clorofenoles.::Y40-Desechos que tengan como constituyentes: Éteres.::",R5-Reciclado o recuperación de otras materias inorgánicas::,NO,NO,NO,NO,NO,NO,NO,NO,NO,11,01/02/2019,,SI,1
33,ANTIOQUIA,LA ESTRELLA,AMVA,800091085,RECONSTRUCTORA DE CANECAS Y TAMBORES S.A.S,RECATAM S.A.S,Activo,09/10/2010,CARRERA 50 #80 SUR - 12,3092133 - 116,'6.152096653336787','-75.63370227813722',rodrigo@recatam.com,NASLY VANESA ACEVEDO MARTINEZ,3092133 -,hseq@recatam.com,NO,NO,NO,"A4130-Envases y contenedores de desechos que contienen sustancias incluidas en el Anexo I, en concentraciones suficientes como para mostrar las características peligrosas del Anexo III.::",R7-Recuperación de componentes utilizados para reducir la contaminación::,NO,NO,NO,NO,NO,NO,NO,NO,NO,1645,09/10/2010,,SI,1
34,ANTIOQUIA,RIONEGRO,CORNARE,900636048,TRANSFORMACIONES GIRASOL S.A.S,TRANSFORMACIONES GIRASOL S.A.S,Activo,13/11/2013,km 36 Autopista Medellin -Bogota Retorno No 13 Vereda La Laja,3128329465 -,'6.185222136062345','-75.37677884101869',transformacionesgirasol@gmail.com,Lina Marcela Gonzalez Agudelo,3128329465 -,transformacionesgirasol@gmail.com,"Y4-Desechos resultantes de la producción, la preparación y la utilización de biocidas y productos fitofarmacéuticos.::","Y4-Desechos resultantes de la producción, la preparación y la utilización de biocidas y productos fitofarmacéuticos.::","Físico-químico (ej: evaporación, secado, neutralización, precipitación)::","Y4-Desechos resultantes de la producción, la preparación y la utilización de biocidas y productos fitofarmacéuticos.::",R7-Recuperación de componentes utilizados para reducir la contaminación::,NO,NO,NO,NO,NO,NO,NO,NO,NO,1123986,07/09/2013,,SI,2
35,ANTIOQUIA,TURBO,CORPOURABA,900574935,FUTURASEO RPHS S.A.S E.S.P,FUTURASEO RPHS S.A.S E.S.P,Activo,24/05/2018,CORREGIMIENTO EL TRES,8280999 - 113,'8.073548999578101','-76.65049569527025',gerenterphs@futuraseo.com,TATIANA IZQUIERDO,8280999 -,especiales@futuraseo.com,"Y1.1-Desechos clínicos ANATOMOPATOLÓGICOS resultantes de la atención en salud en Hospitales, consultorios, clínicas y otros::Y1.2-Desechos clínicos BIOSANITARIOS resultantes de la atención en salud en Hospitales, consultorios, clínicas y otros::Y1.3-Desechos clínicos CORTOPUNZANTES resultantes de la atención en salud en Hospitales, consultorios, clínicas y otros::Y1.4-Desechos de ANIMALES - residuos decomisos NO aprovechables::Y3-Desechos de medicamentos y productos farmacéuticos.::Y1-Desechos clínicos resultantes de la atención médica prestada en hospitales, centros médicos y clínicas.::Y6-Desechos resultantes de la producción, la preparación y la utilización de disolventes orgánicos.::Y8-Desechos de aceites minerales no aptos para el uso a que estaban destinados.::Y9-Mezclas y emulsiones de desechos de aceite y agua o de hidrocarburos y agua.::Y12-Desechos resultantes de la producción, preparación y utilización de tintas, colorantes, pigmentos, pinturas, lacas o barnices.::Y13-Desechos resultantes de la producción, preparación y utilización de resinas, látex, plastificantes o colas y adhesivos.::Y14-Sustancias químicas de desecho, no identificadas o nuevas, resultantes de la investigación y el desarrollo o de las actividades de enseñanza y cuyos efectos en el ser humano o el medio ambiente no se conozcan.::Y16-Desechos resultantes de la producción, preparación y utilización de productos químicos y materiales para fines fotográficos.::Y26-Desechos que tengan como constituyentes: Cadmio, compuestos de cadmio.::Y29-Desechos que tengan como constituyentes: Mercurio, compuestos de mercurio.::Y31-Desechos que tengan como constituyentes: Plomo, compuestos de plomo.::Y41-Desechos que tengan como constituyentes: Solventes orgánicos halogenados.::A4060-Desechos de mezclas y emulsiones de aceite y agua o de hidrocarburos y agua.::",NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,763,24/05/2018,24/05/2048,SI,1
36,ANTIOQUIA,YONDO,CORANTIOQUIA,830020109,VARICHEM,VARICHEM DE COLOMBIA G ENVIRONMENTAL PROTECCION SERVICE S.A.S. (G.E.P.S. INC),Activo,09/08/2009,VD La X 10,6017868666 -,'7.063316666666666','-73.912925',notificacon@varichem.com,claudia maria vasquez gutierrez,6017868666 -,claudia.vasquez@varichem.com,NO,A4060-Desechos de mezclas y emulsiones de aceite y agua o de hidrocarburos y agua.::,Biológico (ej: bioremediación)::,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,130ZF-3635-9,19/08/2009,,SI,2
37,ATLÁNTICO,BARRANQUILLA,EPABAR,900862145,ACERNOX SAS,ACERNOX SAS,Activo,14/10/2020,VIA 40 NO 85 - 340 PARQUE INDUSTRIAL OMEGA BG 9,3213070038 -,'11.0291666666667','-74.8052777777778',acernox@hotmail.com,SANDRA PATRICIA FLOREZ,3213070038 -,acernox@hotmail.com,"Y8-Desechos de aceites minerales no aptos para el uso a que estaban destinados.::Y8.1-Aceite lubricante usado (ej. aceite lubricante mineral, sintético, hidráulico usado)::Y31-Desechos que tengan como constituyentes: Plomo, compuestos de plomo.::A1180-Montajes eléctricos y electrónicos de desecho o restos de éstos que contengan componentes como acumuladores y otras baterías incluidos en la lista A, interruptores de mercurio, vidrios de tubos de rayos catódicos y otros vidrios activados y capacitadores de PCB, o contaminados con constituyentes del Anexo I (por ejemplo, cadmio, mercurio, plomo, bifenilo policlorado) en tal grado que posean alguna de las características del Anexo III (véase la entrada correspondiente en la lista B B1110) .::",NO,NO,NO,NO,NO,NO,"1.1-Cocinas y hornos::1.2-Enseres de Audio y Video::1.3-Enseres mayores de hogar::1.4-Enseres menores de calentamiento::1.5-Enseres menores de cocina::1.6-Enseres menores de hogar::1.7-Enseres menores personales::1.8-Equipos de acondicionamiento de aire::1.9-Herramientas para el hogar::1.10-Refrigeración doméstica y comercial::2.1-Antenas para Telecomunicaciones::2.2-Circuitos Electrónicos::2.3-Componentes Electrónicos::2.4-Computadores y equipos para tratamiento de datos::2.5-Equipos electromédicos::2.6-Electrónica de consumo::2.7-Equipos de electrónica de potencia::2.8-Equipos de instrumentación y control::2.9-Equipos de telecomunicaciones::2.10-Periféricos, partes y tarjetas para computadores e impresoras::3.1-Cables y conductores::3.2-Equipo industrial::3.3-Equipos de control y protección::3.4-Equipos de iluminación::3.5-Equipos eléctricos e instalaciones para vehículos::3.6-Grupos electrógenos::3.7-Máquinas y aparatos de oficina::3.8-Motores y generadores::3.9-Otros aparatos y sistemas::3.10-Piezas eléctricas::3.11-Pilas y acumuladores::3.12-Refrigeración y equipos de acondicionamiento de aire industriales::3.13-Transformadores::","1.1-Cocinas y hornos::1.2-Enseres de Audio y Video::1.3-Enseres mayores de hogar::1.4-Enseres menores de calentamiento::1.5-Enseres menores de cocina::1.6-Enseres menores de hogar::1.7-Enseres menores personales::1.8-Equipos de acondicionamiento de aire::1.9-Herramientas para el hogar::1.10-Refrigeración doméstica y comercial::2.1-Antenas para Telecomunicaciones::2.2-Circuitos Electrónicos::2.3-Componentes Electrónicos::2.4-Computadores y equipos para tratamiento de datos::2.5-Equipos electromédicos::2.6-Electrónica de consumo::2.7-Equipos de electrónica de potencia::2.8-Equipos de instrumentación y control::2.9-Equipos de telecomunicaciones::2.10-Periféricos, partes y tarjetas para computadores e impresoras::3.1-Cables y conductores::3.2-Equipo industrial::3.3-Equipos de control y protección::3.4-Equipos de iluminación::3.5-Equipos eléctricos e instalaciones para vehículos::3.6-Grupos electrógenos::3.7-Máquinas y aparatos de oficina::3.8-Motores y generadores::3.9-Otros aparatos y sistemas::3.10-Piezas eléctricas::3.12-Refrigeración y equipos de acondicionamiento de aire industriales::",Mecánico::,"1.1-Cocinas y hornos::1.2-Enseres de Audio y Video::1.3-Enseres mayores de hogar::1.4-Enseres menores de calentamiento::1.5-Enseres menores de cocina::1.6-Enseres menores de hogar::1.7-Enseres menores personales::1.8-Equipos de acondicionamiento de aire::1.9-Herramientas para el hogar::1.10-Refrigeración doméstica y comercial::2.1-Antenas para Telecomunicaciones::2.2-Circuitos Electrónicos::2.3-Componentes Electrónicos::2.4-Computadores y equipos para tratamiento de datos::2.5-Equipos electromédicos::2.6-Electrónica de consumo::2.7-Equipos de electrónica de potencia::2.8-Equipos de instrumentación y control::2.9-Equipos de telecomunicaciones::2.10-Periféricos, partes y tarjetas para computadores e impresoras::3.1-Cables y conductores::3.2-Equipo industrial::3.3-Equipos de control y protección::3.4-Equipos de iluminación::3.5-Equipos eléctricos e instalaciones para vehículos::3.6-Grupos electrógenos::3.7-Máquinas y aparatos de oficina::3.8-Motores y generadores::3.9-Otros aparatos y sistemas::3.10-Piezas eléctricas::3.12-Refrigeración y equipos de acondicionamiento de aire industriales::",Reutilización::Otras actividades de recuperación o reciclado::,NO,NO,2556,14/10/2020,,SI,2
38,ATLÁNTICO,BARRANQUILLA,EPABAR,900828016,C.I. ACA ALUMINIOS COBRES Y ACEROS S.A.S.,C.I. ACA ALUMINIOS COBRES Y ACEROS S.A.S.,Activo,06/07/2017,CARRERA 45 NO 05 - 45,3185910001 -,'10.9880555555556','-74.7913888888889',notificaciones@ciaca.net,EUWINA KATHLIN PALMA BERMUDEZ,3185910001 -,notificaciones@ciaca.net,"Y8-Desechos de aceites minerales no aptos para el uso a que estaban destinados.::Y8.1-Aceite lubricante usado (ej. aceite lubricante mineral, sintético, hidráulico usado)::Y31-Desechos que tengan como constituyentes: Plomo, compuestos de plomo.::Y45.6-Envases o cilindros vacíos de refrigerantes, agentes espumantes, propelentes, solventes o agentes de extinción de incendios que hayan contenido sustancias CFC, HCFC, HFC y halones::",NO,NO,"Y31-Desechos que tengan como constituyentes: Plomo, compuestos de plomo.::Y45.6-Envases o cilindros vacíos de refrigerantes, agentes espumantes, propelentes, solventes o agentes de extinción de incendios que hayan contenido sustancias CFC, HCFC, HFC y halones::",R7-Recuperación de componentes utilizados para reducir la contaminación::,NO,NO,"1.1-Cocinas y hornos::1.2-Enseres de Audio y Video::1.3-Enseres mayores de hogar::1.4-Enseres menores de calentamiento::1.5-Enseres menores de cocina::1.6-Enseres menores de hogar::1.7-Enseres menores personales::1.8-Equipos de acondicionamiento de aire::1.9-Herramientas para el hogar::1.10-Refrigeración doméstica y comercial::2.1-Antenas para Telecomunicaciones::2.2-Circuitos Electrónicos::2.3-Componentes Electrónicos::2.4-Computadores y equipos para tratamiento de datos::2.5-Equipos electromédicos::2.6-Electrónica de consumo::2.7-Equipos de electrónica de potencia::2.8-Equipos de instrumentación y control::2.9-Equipos de telecomunicaciones::2.10-Periféricos, partes y tarjetas para computadores e impresoras::3.1-Cables y conductores::3.2-Equipo industrial::3.3-Equipos de control y protección::3.4-Equipos de iluminación::3.5-Equipos eléctricos e instalaciones para vehículos::3.6-Grupos electrógenos::3.7-Máquinas y aparatos de oficina::3.8-Motores y generadores::3.9-Otros aparatos y sistemas::3.10-Piezas eléctricas::3.11-Pilas y acumuladores::3.12-Refrigeración y equipos de acondicionamiento de aire industriales::3.13-Transformadores::","1.1-Cocinas y hornos::1.2-Enseres de Audio y Video::1.3-Enseres mayores de hogar::1.4-Enseres menores de calentamiento::1.5-Enseres menores de cocina::1.6-Enseres menores de hogar::1.7-Enseres menores personales::1.8-Equipos de acondicionamiento de aire::1.9-Herramientas para el hogar::1.10-Refrigeración doméstica y comercial::2.1-Antenas para Telecomunicaciones::2.2-Circuitos Electrónicos::2.3-Componentes Electrónicos::2.4-Computadores y equipos para tratamiento de datos::2.5-Equipos electromédicos::2.6-Electrónica de consumo::2.7-Equipos de electrónica de potencia::2.8-Equipos de instrumentación y control::2.9-Equipos de telecomunicaciones::2.10-Periféricos, partes y tarjetas para computadores e impresoras::3.1-Cables y conductores::3.2-Equipo industrial::3.3-Equipos de control y protección::3.5-Equipos eléctricos e instalaciones para vehículos::3.6-Grupos electrógenos::3.7-Máquinas y aparatos de oficina::3.8-Motores y generadores::3.9-Otros aparatos y sistemas::3.10-Piezas eléctricas::3.11-Pilas y acumuladores::3.12-Refrigeración y equipos de acondicionamiento de aire industriales::3.13-Transformadores::3.4-Equipos de iluminación::",Mecánico::,"1.1-Cocinas y hornos::1.2-Enseres de Audio y Video::1.3-Enseres mayores de hogar::1.4-Enseres menores de calentamiento::1.5-Enseres menores de cocina::1.6-Enseres menores de hogar::1.7-Enseres menores personales::1.8-Equipos de acondicionamiento de aire::1.9-Herramientas para el hogar::1.10-Refrigeración doméstica y comercial::2.1-Antenas para Telecomunicaciones::2.2-Circuitos Electrónicos::2.3-Componentes Electrónicos::2.4-Computadores y equipos para tratamiento de datos::2.5-Equipos electromédicos::2.6-Electrónica de consumo::2.7-Equipos de electrónica de potencia::2.8-Equipos de instrumentación y control::2.9-Equipos de telecomunicaciones::2.10-Periféricos, partes y tarjetas para computadores e impresoras::3.1-Cables y conductores::3.2-Equipo industrial::3.3-Equipos de control y protección::3.4-Equipos de iluminación::3.5-Equipos eléctricos e instalaciones para vehículos::3.6-Grupos electrógenos::3.7-Máquinas y aparatos de oficina::3.8-Motores y generadores::3.9-Otros aparatos y sistemas::3.10-Piezas eléctricas::3.12-Refrigeración y equipos de acondicionamiento de aire industriales::",Otras actividades de recuperación o reciclado::Reutilización::,NO,NO,671,06/07/2017,,SI,2
